id,description,en,fr
event.history.system,Name for system initiated actions in the event history,System,System
event.history.systemDefaultName,Fallback for system integration name in the event history,System integration,Intégration système
event.not.downloaded,Shown when user tries to perform an action on event that is not available,Please ensure the event is first assigned and downloaded to the browser.,Veuillez vous assurer que l'événement est d'abord attribué et téléchargé dans le navigateur.
event.summary.assignedTo.empty,Not assigned message,Not assigned,Non assigné
event.summary.assignedTo.label,Assigned to label,Assigned to,Assigné à
event.summary.assignedTo.value,Assigned to value,{event.assignedTo},{event.assignedTo}
event.summary.event.label,Label for the event field,Event,Événement
event.summary.flags.label,Flags of the event,Flags,Drapeaux
event.summary.flags.placeholder,Message when no flags are present,No flags,Pas de drapeaux
event.summary.registrationNumber.empty,No registration number message,No registration number,Aucun numéro d'inscription
event.summary.registrationNumber.label,Label for the registration number field,Registration Number,Numéro d'inscription
event.summary.registrationNumber.value,Value for the registration number field,{event.registrationNumber},{event.registrationNumber}
event.summary.status.label,Label for the status field,Status,Statut
event.summary.status.value,Value for the status field,"{event.status, select, CREATED {Draft} NOTIFIED {Notified} VALIDATED {Validated} DRAFT {Draft} DECLARED {Declared} REGISTERED {Registered} CERTIFIED {Certified} REJECTED {Requires update} ARCHIVED {Archived} MARKED_AS_DUPLICATE {Marked as a duplicate} MARK_AS_NOT_DUPLICATE {Marked not a duplicate} other {Unknown}}","{event.status, select, CREATED {Brouillon} NOTIFIED {Incomplet} VALIDATED {Validé} DRAFT {Brouillon} DECLARED {Déclaré} REGISTERED {Enregistré} CERTIFIED {Certifié} REJECTED {Requiert une mise à jour} ARCHIVED {Archivé} MARKED_AS_DUPLICATE {Marqué comme doublon} MARK_AS_NOT_DUPLICATE {Marqué comme non en doublon} other {Inconnu}}"
event.summary.trackingId.empty,Message when tracking ID is empty,No tracking ID,Aucun ID de suivi
event.summary.trackingId.label,Label for the tracking ID field,Tracking ID,ID de suivi
event.summary.trackingId.value,Value for the tracking ID field,{event.trackingId},{event.trackingId}
event.tennis-club-membership.action.certificate.form.label,This is what this form is referred as in the system,Tennis club membership certificate collector,Tennis club membership certificate collector
event.tennis-club-membership.action.certificate.form.section.requester.informant.label,This is the label for the field,Print and issue Informant,Print and issue Informant
event.tennis-club-membership.action.certificate.form.section.requester.label,This is the label for the field,Requester,Requester
event.tennis-club-membership.action.certificate.form.section.requester.other.label,This is the label for the field,Print and issue someone else,Print and issue someone else
event.tennis-club-membership.action.certificate.form.section.requester.printInAdvance.label,This is the label for the field,Print in advance,Imprimer à l'avance pour les signatures et la collecte
event.tennis-club-membership.action.certificate.form.section.who.title,This is the title of the section,Print certified copy,Imprimer une copie certifiée
event.tennis-club-membership.action.collect-certificate.label,This is shown as the action name anywhere the user can trigger the action from,Print certificate,Imprimer le certificat
event.tennis-club-membership.action.declare.form.label,This is what this form is referred as in the system,Tennis club membership application,Tennis club membership application
event.tennis-club-membership.action.declare.form.review.title,Title of the form to show in review page,"{applicant.name.firstname, select, __EMPTY__{{applicant.name.surname, select, __EMPTY__{Member declaration} other{Member declaration for {applicant.name.surname}}}} other{{applicant.name.surname, select, __EMPTY__{Member declaration for {applicant.name.firstname}} other{Member declaration for {applicant.name.firstname} {applicant.name.surname}}}}}","{applicant.name.firstname, select, __EMPTY__ {{applicant.name.surname, select, __EMPTY__ {Déclaration des membres} other {Déclaration des membres pour {applicant.name.surname}}}} other {{applicant.name.surname, select, __EMPTY__ {Déclaration des membres pour {applicant.name.firstname}} other {Déclaration des membres pour {applicant.name.firstname} {applicant.name.surname}}}}}"
event.tennis-club-membership.action.declare.form.section.recommender.field.firstname.label,This is the label for the field,Recommender's first name,Recommender's first name
event.tennis-club-membership.action.declare.form.section.recommender.field.id.label,This is the label for the field,Recommender's membership ID,Recommender's membership ID
event.tennis-club-membership.action.declare.form.section.recommender.field.none.label,This is the label for the field,No recommender,No recommender
event.tennis-club-membership.action.declare.form.section.recommender.title,This is the title of the section,Who is recommending the applicant?,Who is recommending the applicant?
event.tennis-club-membership.action.declare.form.section.who.field.dob.error,This is the error message for invalid date,Must be a valid birth date,Doit être une date de naissance valide
event.tennis-club-membership.action.declare.form.section.who.field.dob.label,This is the label for the field,Applicant's date of birth,Applicant's date of birth
event.tennis-club-membership.action.declare.form.section.who.field.image.label,This is the label for the field,Applicant's profile picture,Applicant's profile picture
event.tennis-club-membership.action.declare.form.section.who.field.name.label,This is the title for the name field,Name of applicant,Nom du demandeur
event.tennis-club-membership.action.declare.form.section.who.title,This is the title of the section,Who is applying for the membership?,Who is applying for the membership?
event.tennis-club-membership.action.declare.label,This is shown as the action name anywhere the user can trigger the action from,Send an application,Send an application
event.tennis-club-membership.action.form.section.alienNumberDetails.label,Field for entering Alien Number details,Alien Number Details,Alien Number Details
event.tennis-club-membership.action.form.section.drivingLicenseDetails.label,Field for entering Driving License details,Driving License Details,Driving License Details
event.tennis-club-membership.action.form.section.firstName.label,This is the label for the first name field,First Name,First Name
event.tennis-club-membership.action.form.section.idType.alienNumber.label,Option for selecting Alien Number as the ID type,Alien Number,Numéro de l'étranger
event.tennis-club-membership.action.form.section.idType.drivingLicense.label,Option for selecting Driving License as the ID type,Driving License,Driving License
event.tennis-club-membership.action.form.section.idType.label,This is the label for selecting the type of ID,Select Type of ID,Select Type of ID
event.tennis-club-membership.action.form.section.idType.noId.label,Option for selecting No ID as the ID type,No ID,No ID
event.tennis-club-membership.action.form.section.idType.other.label,Option for selecting Other as the ID type,Other,Autre
event.tennis-club-membership.action.form.section.idType.passport.label,Option for selecting Passport as the ID type,Passport,Passeport
event.tennis-club-membership.action.form.section.idType.refugeeNumber.label,Option for selecting Refugee Number as the ID type,Refugee Number,Numéro du réfugié
event.tennis-club-membership.action.form.section.idTypeOther.label,Field for entering ID type if Other is selected,Other ID Type (if applicable),Other ID Type (if applicable)
event.tennis-club-membership.action.form.section.lastName.label,This is the label for the last name field,Last Name,Last Name
event.tennis-club-membership.action.form.section.passportDetails.label,Field for entering Passport details,Passport Details,Passport Details
event.tennis-club-membership.action.form.section.refugeeNumberDetails.label,Field for entering Refugee Number details,Refugee Number Details,Refugee Number Details
event.tennis-club-membership.action.form.section.relationshipToMember.label,This is the label for the relationship to member field,Relationship to Member,Relationship to Member
event.tennis-club-membership.action.form.section.signedAffidavit.label,This is the label for uploading a signed affidavit,Signed Affidavit (Optional),Signed Affidavit (Optional)
event.tennis-club-membership.action.register.label,This is shown as the action name anywhere the user can trigger the action from,Register,Enregistrer
event.tennis-club-membership.action.requestCorrection.form.section.corrector,This is the title of the section,Correction requester,Qui demande une modification de ce dossier ?
event.tennis-club-membership.action.requestCorrection.form.section.verify,This is the title of the section,Verify their identity,Vérifier leur identité
event.tennis-club-membership.action.requestCorrection.label,This is shown as the action name anywhere the user can trigger the action from,Request correction,Request correction
event.tennis-club-membership.label,This is what this event is referred as in the system,Tennis club membership application,Tennis club membership application
event.tennis-club-membership.search.applicants,Applicant details search field section title,Applicant's details,Détails du demandeur
event.tennis-club-membership.search.recommender,Recommender details search field section title,Recommender's details,Détails du référent
event.tennis-club-membership.summary.field.applicant.firstname.empty,Shown when the applicant's first name is missing in summary,Applicant's first name missing,Applicant's first name missing
event.tennis-club-membership.summary.field.applicant.firstname.label,Label for the applicant's first name field,Applicant's First Name,Applicant's First Name
event.tennis-club-membership.summary.field.recommender.firstname.empty,Shown when the recommender first name is missing in summary,Recommender's first name missing,Recommender's first name missing
event.tennis-club-membership.summary.field.recommender.firstname.label,Label for the recommender's first name field,Recommender's First Name,Recommender's First Name
event.tennis-club-membership.summary.field.recommender.id.empty,Shown when the recommender id is missing in summary,Recommender's id missing,Recommender's id missing
event.tennis-club-membership.summary.field.recommender.id.label,Label for the recommender's ID field,Recommender's ID,Recommender's ID
events.history.status,Events status history,"{status, select, Requested {Waiting for external validation} other {{action, select, CREATE {Declaration started} NOTIFY {Notified} EDIT {Edited} VALIDATE {Sent for approval} DRAFT {Draft} DECLARE {Declared} REGISTER {Registered} PRINT_CERTIFICATE {Certified} REJECT {Rejected} ARCHIVE {Archived} DUPLICATE_DETECTED {Flagged as potential duplicate} MARK_AS_DUPLICATE {Marked as a duplicate} MARK_AS_NOT_DUPLICATE {Marked not a duplicate} CORRECTED {Record corrected} REQUEST_CORRECTION {Correction requested} APPROVE_CORRECTION {Correction approved} REJECT_CORRECTION {Correction rejected} READ {Viewed} ASSIGN {Assigned} UNASSIGN {Unassigned} UPDATE {Updated} other {Unknown}}}}","{status, select, Requested {En attente de validation externe} other {{action, select, CREATE {Déclaration commencée} NOTIFY {Envoyé incomplet} EDIT {Modifié} VALIDATE {Envoyé pour approbation} DRAFT {Brouillon} DECLARE {Envoyé pour révision} REGISTER {Enregistré} PRINT_CERTIFICATE {Certifié} REJECT {Rejeté} ARCHIVE {Archivé} DUPLICATE_DETECTED {Marqué comme doublon} MARK_AS_DUPLICATE {Marqué comme doublon} MARK_AS_NOT_DUPLICATE {Marqué comme non en doublon} CORRECTED {Enregistrement corrigé} REQUEST_CORRECTION {Correction demandée} APPROVE_CORRECTION {Correction approuvée} REJECT_CORRECTION {Correction refusée} READ {Consulté} ASSIGN {Attribué} UNASSIGN {Désattribué} UPDATE {Mis à jour} other {Inconnu}}}}"
events.outbox.processingAction,Message in outbox when processing action,"{action, select, DECLARE {Sending} REGISTER {Registering} VALIDATE {Sending for approval} NOTIFY {Sending} REJECT {Sending for updates} ARCHIVE {Archiving} PRINT_CERTIFICATE {Certifying} REQUEST_CORRECTION {Requesting correction} APPROVE_CORRECTION {Approving correction} REJECT_CORRECTION {Rejecting correction} ASSIGN {Assigning} UNASSIGN {Unassigning} other {processing action}}","{action, select, DECLARE {Envoi} REGISTER {Enregistrement} VALIDATE {Envoi pour approbation} NOTIFY {Envoi} REJECT {Envoi pour mise à jour} ARCHIVE {Archivage} PRINT_CERTIFICATE {Certification} REQUEST_CORRECTION {Demande de correction} APPROVE_CORRECTION {Approbation de la correction} REJECT_CORRECTION {Rejet de la correction} ASSIGN {Attribution} UNASSIGN {Désattribution} other {action en cours}}"
events.outbox.waitingForAction,Message in outbox when waiting for action,"Waiting to {action, select, DECLARE {send} CREATE {send} REGISTER {register} VALIDATE {send for approval} NOTIFY {send} REJECT {send for updates} ARCHIVE {archive} PRINT_CERTIFICATE {certify} REQUEST_CORRECTION {request correction} APPROVE_CORRECTION {approve correction} REJECT_CORRECTION {reject correction} ASSIGN {assign} UNASSIGN {unassign} other {action}}","En attente de {action, select, DECLARE {l'envoi} CREATE {l'envoi} REGISTER {l'enregistrement} VALIDATE {l'envoi pour approbation} NOTIFY {l'envoi} REJECT {l'envoi pour mise à jour} ARCHIVE {l'archivage} PRINT_CERTIFICATE {la certification} REQUEST_CORRECTION {la demande de correction} APPROVE_CORRECTION {l'approbation de la correction} REJECT_CORRECTION {le rejet de la correction} ASSIGN {l'attribution} UNASSIGN {la désattribution} other {l'action}}"
events.overview.tabs.audit,Title of the Audit tab,Audit,Audit
events.overview.tabs.record,Title of the Record tab,Record,Enregistrement
events.overview.tabs.summary,Title of the Summary tab,Summary,Récapitulatif
events.status,Dynamic event status,"{status, select, OUTBOX {Syncing..} CREATED {Draft} VALIDATED {Validated} DRAFT {Draft} DECLARED {Declared} REGISTERED {Registered} CERTIFIED {Certified} REJECTED {Rejected} ARCHIVED {Archived} MARKED_AS_DUPLICATE {Marked as a duplicate} MARK_AS_NOT_DUPLICATE {Marked not a duplicate} NOTIFIED {In progress} other {Unknown}}","{status, select, OUTBOX {Synchronisation..} CREATED {Brouillon} VALIDATED {Validé} DRAFT {Brouillon} DECLARED {Déclaré} REGISTERED {Enregistré} CERTIFIED {Certifié} REJECTED {Nécessite une mise à jour} ARCHIVED {Archivé} MARKED_AS_DUPLICATE {Marqué comme doublon} MARK_AS_NOT_DUPLICATE {Marqué comme non en doublon} NOTIFIED {Notifié} other {Inconnu}}"
exitModal.cancel, Modal cancel button,Cancel,Annuler
exitModal.exitWithoutSaving,exitmodal without saving label,Exit without saving changes?,Quitter sans enregistrer les modifications?
exitModal.exitWithoutSavingDescription, exitmodal without saving  description,You have unsaved changes on your declaration form. Are you sure you want to exit without saving?,Vous avez des modifications non enregistrées sur votre formulaire de déclaration. Voulez-vous vraiment quitter sans enregistrer ?
field.address.addressLine1.label,This is the label for the field,Address Line 1,Adresse Ligne 1
field.address.addressLine2.label,This is the label for the field,Address Line 2,Adresse Ligne 2
field.address.addressLine3.label,This is the label for the field,Address Line 3,Adresse Ligne 3
field.address.cityOrTown.label,This is the label for the field,City / Town,Ville / Commune
field.address.country.label,Label for country in address,Country,Pays
field.address.district.label,Label for district in address,District,District
field.address.district2.label,This is the label for the field,District,District
field.address.number.label,Label for address number,Number,Numéro
field.address.postcodeOrZip.label,This is the label for the field,Postcode / Zip,Code postal / Zip
field.address.province.label,Label for province in address,Province,Province
field.address.residentialArea.label,Label for residential area in address,Residential Area,Zone de résidence
field.address.state.label,This is the label for the field,State,État
field.address.street.label,Label for street in address,Street,Rue
field.address.town.label,Label for town in address,Town,Ville
field.address.village.label,Label for village in address,Village,Village
field.name.firstname.label,This is the label for the firstname field,First name(s),Prénom(s)
field.name.middlename.label,This is the label for the middleName field,Middle name,Deuxième prénom(s)
field.name.surname.label,This is the label for the surname field,Last name,Nom(s)
file.upload.fileSize.error,Error message when the selected file is too large,File size must be less than {maxSize}mb,La taille du fichier doit être inférieure à {maxSize}M
file.upload.fileType.error,Error message when the selected file type is not supported,File format not supported. Please attach {types} (max {maxSize}mb),Format de fichier non pris en charge. Veuillez joindre un {types} (max {maxSize}mb)
flags.builtin.correction-requested.label,Label for flag,Correction requested,Correction demandée
flags.builtin.edit-in-progress.label,Flag label for edit in progress,Edit in progress,Modification en cours
flags.builtin.incomplete.label,Label for flag,Incomplete,Incomplet
flags.builtin.potential-duplicate.label,Label for flag,Potential duplicate,Doublon potentiel
flags.builtin.rejected.label,Label for flag,Rejected,Rejeté
form.birth.child.title,Form section title for Child,Child's details,information de l'enfant
form.field.dateRangepicker.checkbox.dateLabel,,{rangeStart} to {rangeEnd},{rangeStart} à {rangeEnd}
form.field.helpertext.nid,Helper text for nid input field,The National ID can only be numeric and must be 10 digits long,Le numéro d'identification national doit être uniquement numérique et comporter 10 chiffres
form.field.hideLabel,Button to hide section,Hide,Cacher
form.field.label.NID,,NID,NID
form.field.label.No,Label for form field radio option No,No,Non
form.field.label.Yes,Label for form field radio option Yes,Yes,Ouio
form.field.label.addFile,,Upload,Télécharger
form.field.label.app.whoContDet.app,,Informant,Informateur
form.field.label.app.whoContDet.father,,Father,Père
form.field.label.app.whoContDet.mother,,Mother,Mère
form.field.label.assignedResponsibilityProof,,Proof of assigned responsibility,Preuve de l'attribution de la responsabilité
form.field.label.attendantAtBirthLayperson,Label for layperson attendant,Layperson,personne lamda
form.field.label.attendantAtBirthMidwife,Label for midwife attendant,Midwife,Sage-femme
form.field.label.attendantAtBirthNone,Label for no attendant,None,Aucun
form.field.label.attendantAtBirthNurse,Label for nurse attendant,Nurse,Infirmière
form.field.label.attendantAtBirthOtherParamedicalPersonnel,Label for other paramedical personnel,Other paramedical personnel,Autre personnel paramédical
form.field.label.attendantAtBirthPhysician,Label for physician attendant,Physician,Médecin
form.field.label.attendantAtBirthTraditionalBirthAttendant,Label for traditional birth attendant,Traditional birth attendant,Accoucheur(se) Traditionnel(le)
form.field.label.birthLocation,,Hospital / Clinic,Hôpital / Clinique
form.field.label.birthTypeHigherMultipleDelivery,Label for higher multiple delivery birth,Higher multiple delivery,Accouchement multiple supérieur
form.field.label.birthTypeQuadruplet,Label for quadruplet birth,Quadruplet,Quadruplet
form.field.label.birthTypeSingle,Label for single birth,Single,Célibataire
form.field.label.birthTypeTriplet,Label for triplet birth,Triplet,Triplet
form.field.label.birthTypeTwin,Label for twin birth,Twin,Jumeau
form.field.label.certificatePrintInAdvance,,Print in advance,Imprimer à l'avance pour les signatures et la collecte
form.field.label.changeOfficeWarningBody,,Changing this user's office will remove their in-progress drafts. Do you want to continue?,Changer le bureau de cet utilisateur supprimera ses brouillons en cours. Voulez-vous continuer ?
form.field.label.changeOfficeWarningTitle,,Change office?,Changer de bureau ?
form.field.label.cityUrbanOption,Label for City,Town,Ville
form.field.label.confirm,,Yes,Oui
form.field.label.country,,Country,Pays
form.field.label.creatingNewUser,,Creating new user,Créer un nouvel utilisateur
form.field.label.dateOfBirth,,Date of birth,Date de naissance
form.field.label.deny,,No,Non
form.field.label.district,Label for District,District,District
form.field.label.docTypeBirthCert,,Birth certificate,Certificat de la naissance
form.field.label.docTypeCopyOfBurialReceipt,,Certified copy of burial receipt,Copie certifiée du reçu d'enterrement
form.field.label.docTypeCoronersReport,,Coroner's report,Rapport du médecin légiste
form.field.label.docTypeHospitalDeathCertificate,,Hospital certificate of death,Certificat de décès émis par l'hôpital
form.field.label.docTypeLetterOfDeath,,Attested letter of death,Lettre de décès attestée
form.field.label.docTypeOther,,Other,Autre
form.field.label.docTypePoliceCertificate,,Police certificate of death,Certificat de décès de la police
form.field.label.educationAttainmentISCED1,Option for form field: ISCED1 education,Primary,Primaire
form.field.label.educationAttainmentISCED4,Option for form field: ISCED4 education,Secondary,Secondaire
form.field.label.educationAttainmentISCED5,Option for form field: ISCED5 education,Tertiary,Tertiaire
form.field.label.educationAttainmentNone,Option for form field: no education,No schooling,Pas de scolarité
form.field.label.email,,Email,e-mail
form.field.label.empty,empty string, ,
form.field.label.familyName,,Last name,Nom de famille
form.field.label.fileSizeError,,File size must be less than 2MB,La taille du fichier doit être inférieure à 2 Mo
form.field.label.fileUploadError,,{type} supported image only,{type} format d'images accepté
form.field.label.firstName,,First name(s),Prénom(s)
form.field.label.firstNames,,First name(s),Prénom(s)
form.field.label.fullHonorificName,,Full Honorific Name,Nom complet avec titre
form.field.label.healthInstitution,Select item for Health Institution,Health Institution,Institution de santé
form.field.label.iD,,ID Number,Numéro d'identification
form.field.label.iDType,,Type of ID,Type d'identification
form.field.label.iDTypeAlienNumber,,Alien Number,Numéro d'étranger
form.field.label.iDTypeBRN,Option for form field: Type of ID,Birth Registration Number,Numéro d'enregistrement de naissance
form.field.label.iDTypeDRN,,Death Registration Number,Numéro d'enregistrement de décès
form.field.label.iDTypeDrivingLicense,,Drivers License,Permis de conduire
form.field.label.iDTypeNationalID,Option for form field: Type of ID,National ID,Carte d'identité nationale
form.field.label.iDTypeNoID,,No ID available,Aucune pièce d'identité disponible
form.field.label.iDTypeNone,Option for form field: Type of ID,None,Aucun
form.field.label.iDTypeOther,,Other,Autre
form.field.label.iDTypeOtherLabel,,Other type of ID,Autre type de carte d'identité
form.field.label.iDTypePassport,Option for form field: Type of ID,Passport,Passeport
form.field.label.iDTypeRefugeeNumber,,Refugee Number,Numéro de réfugié
form.field.label.informant,Informant Label,Informant,Informateur
form.field.label.informantRelation.bride,Label for option bride,Bride,Mariée
form.field.label.informantRelation.brother,Label for option brother,Brother,Frère
form.field.label.informantRelation.contactPoint,,Contact Point,point de contact
form.field.label.informantRelation.daughter,Label for option Daughter,Daughter,Fille
form.field.label.informantRelation.daughterInLaw,Label for option Daughter in law,Daughter in law,Fille par alliance
form.field.label.informantRelation.extendedFamily,Label for option Extended Family,Extended Family,Famille élargie
form.field.label.informantRelation.father,Label for option father,Father,Père
form.field.label.informantRelation.granddaughter,Label for option Granddaughter,Granddaughter,Petite-fille
form.field.label.informantRelation.grandfather,Label for option Grandfather,Grandfather,Grand-père
form.field.label.informantRelation.grandmother,Label for option Grandmother,Grandmother,Grand-mère
form.field.label.informantRelation.grandson,Label for option Grandson,Grandson,Petit-fils
form.field.label.informantRelation.groom,Label for option groom,Groom,Marié
form.field.label.informantRelation.legalGuardian,Label for option Legal Guardian,Legal guardian,Tuteur légal
form.field.label.informantRelation.mother,Label for option mother,Mother,Mère
form.field.label.informantRelation.others,Label for option someone else,Someone else,Quelqu'un d'autre
form.field.label.informantRelation.sister,Label for option Sister,Sister,Sœur
form.field.label.informantRelation.son,Label for option Son,Son,Fils
form.field.label.informantRelation.sonInLaw,Label for option Son in law,Son in law,Fils par alliance
form.field.label.informantRelation.spouse,Label for option Spouse,Spouse,Conjoint
form.field.label.informantsRelationWithChild,,Relationship to child,Lien de parenté avec l'enfant
form.field.label.informantsRelationWithDeceased,,Relationship to deceased,Lien de parenté avec le défunt
form.field.label.lastName,,Last name,Nom de famille
form.field.label.layReported,,Lay reported,Rapport anonyme
form.field.label.legalGuardianProof,,Proof of legal guardianship,Preuve de la tutelle légale
form.field.label.locationLevel3,Label for locationLevel3,Location Level 3,Emplacement Niveau 3
form.field.label.locationLevel4,Label for locationLevel4,Location Level 4,Emplacement Niveau 4
form.field.label.locationLevel5,Label for locationLevel5,Location Level 5,Emplacement Niveau 5
form.field.label.mannerOfDeathAccident,,Accident,Accident
form.field.label.mannerOfDeathHomicide,,Homicide,Homicide
form.field.label.mannerOfDeathNatural,,Natural causes,Cause naturelle
form.field.label.mannerOfDeathSuicide,,Suicide,Suicide
form.field.label.mannerOfDeathUndetermined,,Manner undetermined,Manière indéterminée
form.field.label.maritalStatusDivorced,Option for form field: Marital status,Divorced,Divorcé(e)
form.field.label.maritalStatusMarried,Option for form field: Marital status,Married,Marié(e)
form.field.label.maritalStatusNotStated,Option for form field: Marital status,Not stated,Non déclaré
form.field.label.maritalStatusSeparated,Option for form field: Marital status,Separated,Séparé(e)
form.field.label.maritalStatusSingle,Option for form field: Marital status,Single,Célibataire
form.field.label.maritalStatusWidowed,Option for form field: Marital status,Widowed,Veuf(ve)
form.field.label.medicallyCertified,,Medically Certified Cause of Death,Cause officielle du décès
form.field.label.multipleBirth,,No. of previous births,Nombre de naissances antérieures
form.field.label.optionalLabel,,Optional,Facultatif
form.field.label.otherInstitution,Select item for Other location,Other,Autre
form.field.label.otherOption,,Other,Autre
form.field.label.phoneNumber,,Phone number,Numéro de téléphone
form.field.label.physician,,Physician,Médecin
form.field.label.placeOfBirth,,Location,Lieu
form.field.label.placeOfDeathSameAsPrimary,,Deceased's usual place of residence,Lieu de résidence habituel du défunt
form.field.label.privateHome,Select item for Private Home,Residential address,Adresse de résidence
form.field.label.reasonNotApplying,,Reason,Motif de la mère
form.field.label.registrationOffice,,Registration Office,Bureau d'enregistrement
form.field.label.relationOtherFamilyMember,Label for other family member relation,Other family member,Autre membre de la famille
form.field.label.relationSomeoneElse,,Someone else,Quelqu'un d'autre
form.field.label.relationshipToSpouses,,Relationship to spouses,Relation avec les époux
form.field.label.self,The title that appears when selecting self as informant,Self,Soi-même
form.field.label.sex,,Sex,Sexe
form.field.label.sexFemale,Label for option female,Female,Femme
form.field.label.sexMale,Label for option male,Male,Homme
form.field.label.sexUnknown,Label for option unknown,Unknown,Inconnu
form.field.label.someoneElse,Other Label,Someone else,Quelqu'un d'autre
form.field.label.state,Label for State,Province,Province
form.field.label.typeOfId,,Type of ID,Type d'identification
form.field.label.updatingUser,,Updating user,Mise à jour de l'utilisateur
form.field.label.uploadDocForMother,,Mother,Mère
form.field.label.uploadFile,,Upload,Télécharger
form.field.label.userDevice,,Device,Dispositif
form.field.label.userFirstName,,User's first name,Prénom de l'utilisateur
form.field.label.userFullName,User's full English name,User's full name,Nom complet de l'utilisateur
form.field.label.userSignatureAttachment,,User's signature,Signature de l'utilisateur
form.field.label.userSignatureAttachmentTitle,,Upload signature,Joindre la signature
form.field.label.userSurname,,User's surname,Nom de famille de l'utilisateur
form.field.label.verbalAutopsy,,Verbal autopsy,Autopsie verbale
form.field.label.verbalAutopsyReport,,Verbal autopsy report,Rapport d'autopsie verbal
form.field.select.placeholder,,Select,Sélectionnez
form.field.tooltip.tooltipNationalID,,The National ID can only be numeric and must be 10 digits long,Il s'agit d'une info-bulle pour guider l'utilisateur dans la saisie de l'identifiant national.
form.section.bride.name,,Bride,Mariée
form.section.child.title,,Child's details,Détails de l'enfant
form.section.deceased.title,,Deceased's details,Information du défunt
form.section.documents.name,,Documents,Documents
form.section.documents.title,Form section title for documents,Upload supporting documents,Joindre des documents justificatifs
form.section.father.title,Form section title for fathers details,Father's details,Information du père
form.section.groom.name,,Groom,Marié
form.section.groom.title,,Groom's details,Détails du marié
form.section.informant.name,,Informant,Informateur
form.section.informant.title,Form section title for informants details,Informant's details,Coordonnées de l'informateur
form.section.information.birth.bullet1,Form information for birth,I am going to help you make a declaration of birth.,Je vais vous aider à faire une déclaration de naissance.
form.section.information.birth.bullet2,Form information for birth,As the legal Informant it is important that all the information provided by you is accurate.,"En tant qu'informateur légal, il est important que toutes les informations que vous fournissez soient exactes."
form.section.information.birth.bullet3.sms,Form information for birth,Once the declaration is processed you will receive an SMS to tell you when to visit the office to collect the certificate - Take your ID with you.,Once the declaration is processed you will receive an SMS to tell you when to visit the office to collect the certificate - Take your ID with you.
form.section.information.birth.bullet4,Form information for birth,"Make sure you collect the certificate. A birth certificate is critical for this child, especially to make their life easy later on. It will help to access health services, school examinations and government benefits.",Attendez un SMS vous indiquant quand vous devez vous rendre au bureau pour retirer le certificat - Prenez votre carte d'identité avec vous.
form.section.information.birth.bulletList.label,Label for the birth information bullet list,Birth Information,Birth Information
form.section.information.death.bullet1,,I am going to help you make a declaration of death.,Je vais vous aider à faire une déclaration de décès.
form.section.information.death.bullet2,,As the legal Informant it is important that all the information provided by you is accurate.,"En tant qu'informateur légal, il est important que toutes les informations que vous fournissez soient exactes."
form.section.information.death.bullet3,,Once the declaration is processed you will receive an email to tell you when to visit the office to collect the certificate - Take your ID with you.,"Une fois la déclaration traitée, vous recevrez un courriel vous indiquant quand vous rendre au bureau pour retirer le certificat - Munissez-vous d'une pièce d'identité."
form.section.information.death.bullet4,,Make sure you collect the certificate. A death certificate is critical to support with inheritance claims and to resolve the affairs of the deceased e.g. closing bank accounts and setting loans.,"Veillez à récupérer le certificat. Le certificat de décès est essentiel pour les demandes d'héritage et pour régler les affaires de la personne décédée, par exemple la fermeture des comptes bancaires et la mise en place des prêts."
form.section.label.timePeriodLast30Days,Label for option of time period select: last 30 days,Last 30 days,les 30 derniers jours
form.section.label.timePeriodLast7Days,Label for option of time period select: last 7 days,Last 7 days,les 7 derniers jours
form.section.label.timePeriodLast90Days,Label for option of time period select: last 90 days,Last 90 days,les 90 derniers jours
form.section.label.timePeriodLastYear,Label for option of time period select: last year,Last year,l'année dernière
form.section.mother.title,Form section title for mothers details,Mother's details,Information de la mère
form.section.user.preview.title,,Confirm details,Confirmer les détails
form.section.user.title,,Create new user,Créer un nouvel utilisateur
form.section.userDetails,,User details,information utilisateur
home.header.advancedSearch,Search menu advanced search type,Advanced Search,Recherche avancée
home.header.email,Search email type,Email,E-mail
home.header.localSystemAdmin,The description for Sysadmin role,Local System Admin,Système admin local
home.header.searchTool.placeholder,Search tool placeholder,Search for a record,Rechercher un enregistrement
home.header.settingsTitle,settings title,Settings,Paramètres
home.header.teamTitle,Team title,Team,Équipe
imageEditorModal.description,Description for the image editor modal,Resize and position the chosen image,Redimensionner et positionner l'image choisie
imageEditorModal.title,Title for the image editor modal,Crop & resize image,Recadrer et redimensionner l'image
imageUploadOption.upload.documentType,Show error message if the document type is not selected,Please select the type of document first,Veuillez d'abord sélectionner le type de document
imageUploadOption.upload.imageFormat,Show error message if the selected image type is not supported,File format not supported. Please upload a .png or .jpg (max {maxSize}mb),Le format d'image n'est pas supporté. Veuillez joindre un png ou un jpg (max {maxSize}mb)
imageUploadOption.upload.overSized,Error message for Attachment size greater than defined max size.,File is too large. Please upload a file less than {maxSize}mb,Le fichier est trop volumineux. Veuillez joindre un fichier de moins de {maxSize}mb
informant.name,Informant section name,Informant,Informateur
informant.title,Informant section title,Informant type,Sélectionner l'informateur
integrations.activate,Label for activate option,Activate,Activer
integrations.activate.client,Label for activate client option,Activate client?,Activer le client?
integrations.activate.status,Label for activate client,Client activated,Client activé
