id,description,en,fr
field.address.addressLine1.label,This is the label for the field,Address Line 1,Adresse Ligne 1
field.address.addressLine2.label,This is the label for the field,Address Line 2,Adresse Ligne 2
field.address.addressLine3.label,This is the label for the field,Address Line 3,Adresse Ligne 3
field.address.cityOrTown.label,This is the label for the field,City / Town,Ville / Commune
field.address.district2.label,This is the label for the field,District,District
field.address.district2.label.required,District2 required message,District is required,Le district est obligatoire
field.address.number.label,Label for address number,Number,Numéro
field.address.postcodeOrZip.label,This is the label for the field,Postcode / Zip,Code postal / Zip
field.address.residentialArea.label,Label for residential area in address,Residential Area,Zone de résidence
field.address.state.label,This is the label for the field,State,État
field.address.state.label.required,State required message,State is required,L'état est obligatoire
field.address.street.label,Label for street in address,Street,Rue
field.address.town.label,Label for town in address,Town,Ville
field.address.village.label,Label for village in address,Village,Village
form.birth.child.title,Form section title for Child,Child's details,information de l'enfant
form.death.deceased.title,Form section title for Deceased,Deceased's details,Informations sur le défunt
form.death.eventDetails.title,Form section title for event details,Event details,Détails de l'événement
form.field.label.No,Label for form field radio option No,No,Non
form.field.label.Yes,Label for form field radio option Yes,Yes,Ouio
form.field.label.assignedResponsibilityProof,,Proof of assigned responsibility,Preuve de l'attribution de la responsabilité
form.field.label.attendantAtBirthLayperson,Label for layperson attendant,Layperson,personne lamda
form.field.label.attendantAtBirthMidwife,Label for midwife attendant,Midwife,Sage-femme
form.field.label.attendantAtBirthNone,Label for no attendant,None,Aucun
form.field.label.attendantAtBirthNurse,Label for nurse attendant,Nurse,Infirmière
form.field.label.attendantAtBirthOtherParamedicalPersonnel,Label for other paramedical personnel,Other paramedical personnel,Autre personnel paramédical
form.field.label.attendantAtBirthPhysician,Label for physician attendant,Physician,Médecin
form.field.label.attendantAtBirthTraditionalBirthAttendant,Label for traditional birth attendant,Traditional birth attendant,Accoucheur(se) Traditionnel(le)
form.field.label.birthTypeHigherMultipleDelivery,Label for higher multiple delivery birth,Higher multiple delivery,Accouchement multiple supérieur
form.field.label.birthTypeQuadruplet,Label for quadruplet birth,Quadruplet,Quadruplet
form.field.label.birthTypeSingle,Label for single birth,Single,Célibataire
form.field.label.birthTypeTriplet,Label for triplet birth,Triplet,Triplet
form.field.label.birthTypeTwin,Label for twin birth,Twin,Jumeau
form.field.label.docTypeCopyOfBurialReceipt,,Certified copy of burial receipt,Copie certifiée du reçu d'enterrement
form.field.label.docTypeCoronersReport,,Coroner's report,Rapport du médecin légiste
form.field.label.docTypeHospitalDeathCertificate,,Hospital certificate of death,Certificat de décès émis par l'hôpital
form.field.label.docTypeLetterOfDeath,,Attested letter of death,Lettre de décès attestée
form.field.label.docTypeOther,,Other,Autre
form.field.label.docTypePoliceCertificate,,Police certificate of death,Certificat de décès de la police
form.field.label.educationAttainmentISCED1,Option for form field: ISCED1 education,Primary,Primaire
form.field.label.educationAttainmentISCED4,Option for form field: ISCED4 education,Secondary,Secondaire
form.field.label.educationAttainmentISCED5,Option for form field: ISCED5 education,Tertiary,Tertiaire
form.field.label.educationAttainmentNone,Option for form field: no education,No schooling,Pas de scolarité
form.field.label.empty,empty string, , 
form.field.label.iDTypeBirthCertificate,Option for form field: Type of ID,Birth Certificate,Certificat de naissance
form.field.label.iDTypeNone,Option for form field: Type of ID,None,Aucun
form.field.label.informantRelation.contactPoint,,Contact Point,point de contact
form.field.label.layReported,,Lay reported,Rapport anonyme
form.field.label.legalGuardianProof,,Proof of legal guardianship,Preuve de la tutelle légale
form.field.label.mannerOfDeathAccident,,Accident,Accident
form.field.label.mannerOfDeathHomicide,,Homicide,Homicide
form.field.label.mannerOfDeathNatural,,Natural causes,Cause naturelle
form.field.label.mannerOfDeathSuicide,,Suicide,Suicide
form.field.label.mannerOfDeathUndetermined,,Manner undetermined,Manière indéterminée
form.field.label.maritalStatusDivorced,Option for form field: Marital status,Divorced,Divorcé(e)
form.field.label.maritalStatusMarried,Option for form field: Marital status,Married,Marié(e)
form.field.label.maritalStatusNotStated,Option for form field: Marital status,Not stated,Non déclaré
form.field.label.maritalStatusSeparated,Option for form field: Marital status,Separated,Séparé(e)
form.field.label.maritalStatusSingle,Option for form field: Marital status,Single,Célibataire
form.field.label.maritalStatusWidowed,Option for form field: Marital status,Widowed,Veuf(ve)
form.field.label.medicallyCertified,,Medically Certified Cause of Death,Cause officielle du décès
form.field.label.otherInstitution,Select item for Other location,Other,Autre
form.field.label.physician,,Physician,Médecin
form.field.label.placeOfDeathSameAsPrimary,,Deceased's usual place of residence,Lieu de résidence habituel du défunt
form.field.label.proofOfBirth.fileName,The following documents are required,The following documents are required,Les documents suivants sont requis
form.field.label.reasonNotApplying,,Reason,Motif de la mère
form.field.label.verbalAutopsy,,Verbal autopsy,Autopsie verbale
form.field.label.verbalAutopsyReport,,Verbal autopsy report,Rapport d'autopsie verbal
form.section.father.title,Form section title for fathers details,Father's details,Information du père
form.section.informant.title,Form section title for informants details,Informant's details,Coordonnées de l'informateur
form.section.information.birth.bullet1,Form information for birth,I am going to help you make a declaration of birth.,Je vais vous aider à faire une déclaration de naissance.
form.section.information.birth.bullet2,Form information for birth,As the legal Informant it is important that all the information provided by you is accurate.,"En tant qu'informateur légal, il est important que toutes les informations que vous fournissez soient exactes."
form.section.information.birth.bullet3.sms,Form information for birth,Once the declaration is processed you will receive an SMS to tell you when to visit the office to collect the certificate - Take your ID with you.,Once the declaration is processed you will receive an SMS to tell you when to visit the office to collect the certificate - Take your ID with you.
form.section.information.birth.bullet4,Form information for birth,"Make sure you collect the certificate. A birth certificate is critical for this child, especially to make their life easy later on. It will help to access health services, school examinations and government benefits.",Attendez un SMS vous indiquant quand vous devez vous rendre au bureau pour retirer le certificat - Prenez votre carte d'identité avec vous.
form.section.information.birth.bulletList.label,Label for the birth information bullet list,Birth Information,Birth Information
form.section.information.death.bullet1,,I am going to help you make a declaration of death.,Je vais vous aider à faire une déclaration de décès.
form.section.information.death.bullet2,,As the legal Informant it is important that all the information provided by you is accurate.,"En tant qu'informateur légal, il est important que toutes les informations que vous fournissez soient exactes."
form.section.information.death.bullet3,,Once the declaration is processed you will receive an email to tell you when to visit the office to collect the certificate - Take your ID with you.,"Une fois la déclaration traitée, vous recevrez un courriel vous indiquant quand vous rendre au bureau pour retirer le certificat - Munissez-vous d'une pièce d'identité."
form.section.information.death.bullet4,,Make sure you collect the certificate. A death certificate is critical to support with inheritance claims and to resolve the affairs of the deceased e.g. closing bank accounts and setting loans.,"Veillez à récupérer le certificat. Le certificat de décès est essentiel pour les demandes d'héritage et pour régler les affaires de la personne décédée, par exemple la fermeture des comptes bancaires et la mise en place des prêts."
form.section.information.death.bulletList.label,Label for the death information bullet list,Death Information,Informations sur le décès
form.section.spouse.title,Form section title for spouse details,Spouse details,Informations sur le conjoint
recommender1.heading.label,This is the label for the field,Recommender 1,Recommandant 1
recommender2.heading.label,This is the label for the field,Recommender 2,Recommandant 2
recommender3.heading.label,This is the label for the field,Recommender 3,Recommandant 3
recommender4.heading.label,This is the label for the field,Recommender 4,Recommandant 4
recommender5.heading.label,This is the label for the field,Recommender 5,Recommandant 5
recordAudit.archive.confirmation.body,Confirmation body for archiving a declaration,Archiving will remove this declaration from active processing while retaining it for record purposes. Archived declarations cannot be modified unless reinstated.,L'archivage retirera cette déclaration du traitement actif tout en la conservant à des fins d'enregistrement. Les déclarations archivées ne peuvent pas être modifiées sauf si elles sont réintégrées.
register.eventInfo.birth.title,Event information title for the birth,Introduce the birth registration process to the informant,Présenter la procédure d'enregistrement des naissances à l'informateur
register.eventInfo.death.title,,Introduce the death registration process to the informant,Présenter la procédure d'enregistrement des décès à l'informateur
rejectModal.description,The description for reject modal,Rejecting this declaration will return it to the submitter for updates. Please ensure a valid reason for rejection has been recorded.,Le rejet de cette déclaration la renverra au déclarant pour mise à jour. Veuillez vous assurer qu'une raison valable pour le rejet a été enregistrée.
signature.upload.modal.title,Title for the signature upload modal,Upload Signature,Télécharger la signature
tennis-club-membership.searchField.helperText,This is the helper text for the field,You can search tennis records created on Farajaland since beginning of 2023,Vous pouvez rechercher les enregistrements de tennis créés sur Farajaland depuis le début de 2023
tennis-club-membership.searchField.indicators.clearModal.description,Description for the clear confirmation modal,This will remove the details of the current recommender.,Cela supprimera les informations du recommandant actuel.
tennis-club-membership.searchField.indicators.clearModal.title,Title for the clear confirmation modal,Clear recommender?,Effacer le recommandant ?
tennis-club-membership.searchField.indicators.ok,OK button text,Recommender found,Recommandant trouvé
tennis-club-membership.searchField.validation.invalid,Error message for invalid value,Invalid value: Must be alpha-numeric and 12 characters long,Valeur invalide : doit être alphanumérique et comporter 12 caractères
unit.days,Days,Days,Jours
unit.hours,Hours,Hours,Heures
unit.minutes,Minutes,Minutes,Minutes
userRole.administrator,Name for user role Administrator,Administrator,Administrateur
userRole.communityLeader,Name for user role Community Leader,Community Leader,Leader communautaire
userRole.embassyOffical,Name for the user role Embassy Official,Embassy Official,Officiel d'ambassade
userRole.hospitalClerk,Name for user role Hospital Clerk,Hospital Official,Officiel de l'hôpital
userRole.localRegistrar,Name for user role Registrar,Registrar,Registraire
userRole.localSystemAdmin,Name for user role Local System Admin,Local System Admin,Administrateur système local
userRole.nationalAdministrator,Name for user role National Administrator,National Administrator,Administrateur national
userRole.operationsManager,Name for user role Operations Manager,Operations Manager,Responsable des opérations
userRole.provincialRegistrar,Name for user role Provincial Registrar,Provincial Registrar,Registraire provincial
userRole.registrarGeneral,Name for user role Registrar General,Registrar General,Directeur général de l'état civil
userRole.registrationAgent,Name for user role Registration Agent,Registration Agent,Agent d'enregistrement
userRole.registrationOfficer,Name for user role Registration Officer,Registration Officer,Agent d'enregistrement
v2.event.death.action.declare.form.section.deceased.field.addressHelper.label,This is the label for the field,Usual place of residence,Lieu de résidence habituel
v2.event.death.action.declare.form.section.deceased.field.age.checkbox.label,This is the label for the field,Exact date of birth unknown,Date de naissance exacte inconnue
v2.event.death.action.declare.form.section.deceased.field.age.postfix,This is the postfix for age field,years,ans
v2.event.death.action.declare.form.section.deceased.field.maritalStatus.label,This is the label for the field,Marital Status,Situation matrimoniale
v2.event.death.action.declare.form.section.person.field.brn.label,This is the label for the field,ID Number,Numéro de pièce d'identité
v2.event.death.action.declare.form.section.person.field.idType.label,This is the label for the field,Type of ID,Type de pièce d'identité
v2.event.death.action.declare.form.section.person.field.nationality.label,This is the label for the field,Nationality,Nationalité
v2.event.death.action.declare.form.section.person.field.nid.label,This is the label for the field,ID Number,Numéro de pièce d'identité
v2.event.death.action.declare.form.section.person.field.passport.label,This is the label for the field,ID Number,Numéro de pièce d'identité
workqueues.assignedToYou.title,Title of assigned to you workqueue,Assigned to you,Attribué à vous
workqueues.correctionRequested.title,Title of correction requested workqueue,Pending corrections,Corrections en attente
workqueues.escalated.title,Title of escalated workqueue,Escalated,Transmis
workqueues.inExternalValidation.title,Title of pending external validation workqueue,Pending external validation,En attente de validation externe
workqueues.notifications.emptyMessage,Empty message for notifications workqueue,No notifications,Aucune notification
workqueues.notifications.title,Title of notifications workqueue,Notifications,Notifications
workqueues.pendingCertification.emptyMessage,Empty message for pending certification workqueue,No pending certification records,Aucun dossier de certification en attente
workqueues.pendingCertification.title,Title of pending certification workqueue,Pending certification,Certification en attente
workqueues.pendingFeedback.title,Title of pending feedback workqueue,Pending feedback,En attente de commentaires
workqueues.pendingIssuance.title,Title of pending issuance workqueue,Pending issuance,En attente d'émission
workqueues.pendingRegistration.title,Title of pending registration workqueue,Pending registration,Inscription en attente
workqueues.pendingUpdates.title,Title of pending updates workqueue,Pending updates,Mises à jour en attente
workqueues.pendingValidation.title,Title of pending validation workqueue,Pending validation,En attente de validation
workqueues.potentialDuplicate.title,Title of potential duplicate workqueue,Potential duplicate,Duplicata potentiel
workqueues.recent.emptyMessage,Empty message for recent workqueue,No recent records,Aucun enregistrement récent
workqueues.recent.title,Title of recent workqueue,Recent,Récent
workqueues.requiresApproval.title,Title of pending approval workqueue,Pending approval,En attente d'approbation
